Channel,Partner,Mature,Language,Date Created,Total Followers,Total Views,Average Viewers,Average Stream Duration,Game 1,Game 2,Game 3
Murda,True,True,English,30th Dec 2014,92809,3132387,1916,5.4,Just Chatting,Fall Guys,DayZ
Criken,True,True,English,16th Oct 2010,286323,15098848,1812,5.8,Risk of Rain 2,Divinity: Original Sin II,Sonic Adventure DX: Director
RiotGamesTurkish,True,False,Turkish,28th Sep 2012,653452,146990338,7168,4.1,League of Legends,,
NiteNightKid,True,True,English,13th Sep 2013,29187,1966519,1105,8.0,League of Legends,Fall Guys,
Jukeyz,True,True,English,20th Jul 2018,58714,908872,1456,4.0,Call of Duty: Modern Warfare,Fall Guys,Unlisted on Twitch
Kephrii,True,False,English,23rd Jun 2012,559658,19924698,1058,12.7,Overwatch,VALORANT,Among Us
Northernlion,True,False,English,4th Aug 2010,360142,26897325,4077,3.5,Call of Duty: Modern Warfare,Fall Guys,Deadly Premonition 2: Blessing in Disguise
RiotGamesOCE,True,False,English,18th Jul 2013,151330,37541078,2426,5.7,League of Legends,,
Nick28T,True,True,English,21st Sep 2013,977562,43262797,1376,7.6,FIFA 20,Call of Duty: Modern Warfare,F1 2020
웁_게임방송 (alenenwooptv),True,False,Korean,23rd Oct 2016,125791,16355030,1265,4.7,Just Chatting,Gunfire Reborn,Kingdom Come: Deliverance
Co1azo,True,False,English,8th Apr 2018,160818,2339559,1037,9.7,Fortnite,Fall Guys,Just Chatting
TheKAIRI78,True,False,French,14th Nov 2011,909990,7090828,6744,2.9,Fortnite,Fall Guys,Just Chatting
sacy,True,False,Portuguese,27th Sep 2011,210100,6220228,1500,4.9,VALORANT,League of Legends,Counter-Strike: Global Offensive
Rogue,True,False,English,17th Jun 2014,174385,3365943,2055,7.7,Apex Legends,Rogue Company,
김뚜띠_ (kimdduddi),True,False,Korean,26th Feb 2017,150053,7078951,2395,11.1,Terraria,League of Legends,Fall Guys
Espe,True,False,Spanish,28th Nov 2017,292896,3369576,2798,3.5,Fortnite,Just Chatting,Fall Guys
xChocoBars,True,False,English,17th Apr 2013,588030,29921596,2207,5.6,VALORANT,Fall Guys,Apex Legends
Dyrus,True,True,English,26th Apr 2012,1474433,223256309,1097,9.9,Black Desert Online,For the King,Just Chatting
SpeedrunsEspanol,True,False,Spanish,13th Jan 2015,42937,30907711,1162,74.3,Pokémon Sword/Shield,Unlisted on Twitch,Final Fantasy VII Remake
SaltyTeemo,False,False,English,28th Oct 2013,173545,6853694,397,178.8,League of Legends,,
Japczan,True,False,Polish,13th Sep 2017,110742,1434156,2666,8.0,The Witcher 3: Wild Hunt,Just Chatting,Counter-Strike: Global Offensive
Pimpeano,True,True,Spanish,3rd Jan 2017,774345,4312850,13049,4.8,Just Chatting,Counter-Strike: Global Offensive,Fall Guys
elevensportstw,True,False,Chinese,5th Jul 2019,39659,5414855,4384,4.1,Sports,夢三國,Unlisted on Twitch
Alinity,True,False,English,23rd Dec 2012,1256122,67375717,2610,5.0,Fall Guys,Just Chatting,Apex Legends
MoCbka34,True,False,Russian,27th Aug 2012,34122,1280905,617,52.5,Don,Fall Guys,Just Chatting
aircool,True,False,English,18th Oct 2017,156073,2331279,1577,6.6,Fortnite,Fall Guys,Call of Duty: Modern Warfare
Spt083,True,False,Russian,23rd Feb 2016,199220,7789269,1249,6.5,Fortnite,Grand Theft Auto V,Fall Guys
Zhmil,False,True,Russian,17th Sep 2017,29510,1305022,1479,8.7,Just Chatting,Fall Guys,Counter-Strike: Global Offensive
Pikabooirl,True,False,English,5th Feb 2012,239129,14692845,1934,4.7,World of Warcraft,Fall Guys,
Hungrybox,True,False,English,19th May 2012,216407,4027431,1651,5.3,Super Smash Bros. Ultimate,Fall Guys,Raid: Shadow Legends
Khonus,True,False,Turkish,2nd Jul 2015,54685,2644315,1800,6.3,Grand Theft Auto V,VALORANT,Just Chatting
RockyMountainPro,True,False,English,1st May 2018,6162,8607970,1152,2.6,Sports,Retro,Star Wars: The Old Republic
SpeedrunsBrasil,True,False,Portuguese,14th Jan 2014,39318,22634792,1251,21.4,Unlisted on Twitch,Final Fantasy VII Remake,Pokémon Sword/Shield
Dekarldent,True,False,German,25th Oct 2016,65967,3197753,2681,3.8,Just Chatting,EA Sports UFC 4,
WobbleWeezy,True,True,English,22nd Nov 2013,17328,489380,1402,8.2,Hearthstone,Fall Guys,Unlisted on Twitch
mokrivskyi,False,False,Russian,31st Jul 2015,315132,8644159,6485,1.8,Just Chatting,Fall Guys,Counter-Strike: Global Offensive
HellYeahPlay,True,False,Russian,2nd Dec 2014,137969,13843969,1914,6.6,Just Chatting,Fall Guys,Neon Abyss
tebtv3,True,False,English,20th Apr 2020,11247,2423850,2700,7.7,Counter-Strike: Global Offensive,,
쉐리 (kss7749),True,False,Korean,31st Jan 2015,170943,25371837,2376,4.5,Just Chatting,Mortal Shell,A Total War Saga: Troy
lordsemilol,True,False,Portuguese,28th Aug 2017,98745,2120750,1392,7.6,League of Legends,Fall Guys,
Crayator,True,False,English,15th Oct 2013,609066,10403351,2357,4.5,Just Chatting,Fall Guys,Fortnite
Vicens,True,False,Spanish,4th Sep 2015,770297,4378368,6085,4.0,Fortnite,Minecraft,Fall Guys
Xposed,True,True,English,3rd Nov 2015,269743,6303251,1540,5.2,Slots,Call of Duty: Modern Warfare,Call of Duty: Black Ops 4
unsympathisch_tv,True,True,German,13th Jan 2015,513636,4077337,6691,4.3,Just Chatting,Call of Duty: Modern Warfare,Fall Guys
LeBouseuh,True,False,French,19th Jul 2015,1019679,12489692,6579,2.8,Fall Guys,Just Chatting,Apex Legends
HGmony,False,False,Russian,12th Jul 2019,35955,104492964,2921,3.9,Virtual Casino,Dota 2,
PaymoneyWubby,True,False,English,5th Dec 2012,303895,4517796,5952,3.1,Just Chatting,Watch Parties,Fall Guys
michaelreeves,True,False,English,28th Oct 2019,692651,2357224,10211,6.2,VALORANT,Among Us,Science & Technology
oCastrin,True,False,Portuguese,22nd Jul 2018,238372,2755349,1684,5.0,Fortnite,Fall Guys,Just Chatting
紀囧 (jongie),True,True,Chinese,13th Jul 2016,48131,3708064,1274,8.4,Dead by Daylight,osu!,Apex Legends
WankilStudio,True,False,French,13th Jun 2012,730514,16973594,10194,2.9,Fall Guys,Microsoft Flight Simulator,Horizon Zero Dawn
Meikodboy_,True,False,Portuguese,25th Dec 2017,220013,1627326,2013,4.9,Grand Theft Auto V,Fortnite,Fall Guys
Wingsofdeath,True,False,English,30th Apr 2012,473047,102581948,1177,8.1,League of Legends,Among Us,Teamfight Tactics
SoyFelipez360,True,False,Spanish,21st Nov 2015,205771,8706006,3089,3.8,Minecraft,Fall Guys,Just Chatting
_연두부_ (lovelyyeon),True,False,Korean,15th Dec 2016,110625,7810093,1339,8.0,Just Chatting,Paper Mario: The Origami King,Blasphemous
Opat04,True,False,Czech,29th Jul 2018,181640,9726639,2449,6.5,League of Legends,Just Chatting,Fall Guys
keiozin,True,False,Portuguese,13th Jul 2016,200724,3423847,4264,4.2,League of Legends,Fall Guys,Bloons TD 6
EnriqueRamosGamer,True,False,Spanish,11th Feb 2019,234118,1484444,1594,3.6,Fortnite,Fall Guys,Just Chatting
pimpimenta,True,False,Portuguese,16th Sep 2015,831971,33027845,1208,7.1,League of Legends,New World,Conan Exiles
IFrostBolt,True,False,English,24th Dec 2014,203549,4518938,1129,7.4,Destiny 2,Fall Guys,Special Events
csgomc_ru2,True,False,Russian,12th Apr 2018,131791,7478428,1787,4.5,Counter-Strike: Global Offensive,,
Sweet_Anita,True,True,English,28th Apr 2018,988635,12852683,3228,3.4,Just Chatting,Among Us,Apex Legends
Monkeynews,True,True,English,16th May 2012,81125,7387394,930,7.4,World of Warcraft,New World,Unlisted on Twitch
nicksfps,True,False,Portuguese,8th Jan 2017,318868,4569955,2172,5.1,Fortnite,Unlisted on Twitch,Fall Guys
WillerZ,True,True,English,7th Mar 2016,81543,2798105,1467,6.7,Escape From Tarkov,Mordhau,
Walid,True,False,French,21st Dec 2018,277502,4535651,2114,5.2,Grand Theft Auto V,Counter-Strike: Global Offensive,Just Chatting
dopa24,True,False,Korean,26th May 2020,305531,3236449,6540,4.3,League of Legends,Minecraft,StarCraft
Monstercat,True,False,English,14th Jan 2012,789538,31333004,376,88.8,Music,Unlisted on Twitch,
Kurumx,True,False,English,27th Feb 2011,50894,2595108,1984,5.9,Teamfight Tactics,,
Faux,True,True,English,4th Mar 2013,238291,21620787,1253,7.6,Old School RuneScape,Fall Guys,
NASA,True,False,English,30th Mar 2017,586367,6918355,12749,8.5,Talk Shows & Podcasts,,
FunFPS,True,True,English,23rd Mar 2015,78625,1202582,787,8.1,Apex Legends,osu!,Fall Guys
공혁준 (rhdgurwns),True,False,Korean,8th Jun 2015,289595,32952941,3201,2.9,Just Chatting,League of Legends,Hearthstone
harbleu,True,False,English,21st Feb 2009,351602,10295449,3663,5.7,Overwatch,Mortal Shell,The Last of Us Part II
KalathrasLolweapon,True,False,Spanish,3rd Dec 2017,110507,5472164,1928,6.1,Just Chatting,Resident Evil 7 biohazard,NieR Automata
IzakOOO,True,False,Polish,6th Oct 2012,1463416,163385745,2180,5.0,Call of Duty: Modern Warfare,VALORANT,Fall Guys
StreamerHouse,True,False,English,14th Jun 2013,630242,58469413,368,102.4,The Elder Scrolls Online,Destiny 2,Marvel
MateoZ,True,False,Spanish,17th May 2016,312512,4700166,1508,6.5,Fortnite,Just Chatting,Fall Guys
logic,True,False,English,20th Dec 2011,382465,4165277,13403,2.8,Music,Call of Duty: Modern Warfare,Fall Guys
pizfn,True,False,Italian,6th Jul 2018,132414,2801832,1202,4.0,Fortnite,Fall Guys,Just Chatting
Th3Antonio,True,False,Spanish,6th Jan 2013,226518,12223455,2573,5.3,League of Legends,Fall Guys,Minecraft
Dosia_csgo,True,False,Russian,28th Aug 2013,136999,2746698,2626,5.2,Counter-Strike: Global Offensive,Grand Theft Auto V,The Evil Within
KamoLRF,True,False,German,23rd Jun 2017,693101,14982061,3063,3.3,Fortnite,Fall Guys,
fuslie,True,False,English,21st Feb 2015,340475,16241625,2833,5.8,Just Chatting,Fall Guys,Among Us
피유 (beyou0728),True,False,Korean,7th Oct 2015,219278,16377644,1606,6.5,League of Legends,Lost Ark Online,Just Chatting
Sev7n,True,False,Portuguese,24th Jul 2014,474123,12000236,376,136.6,Fall Guys,Grounded,Horizon Zero Dawn
Germench,True,True,German,5th Aug 2014,31526,29707022,987,18.3,Unlisted on Twitch,Final Fantasy VII Remake,Pokémon Sword/Shield
Weak3n,True,False,English,2nd Oct 2011,188971,9320018,1681,5.3,Smite,Rogue Company,Fall Guys
PatoPapao,True,False,Portuguese,23rd Aug 2012,662282,30630630,2477,6.6,Just Chatting,League of Legends,Undermine
RubikYT_,True,False,Spanish,8th Jun 2015,204631,1885797,2867,3.3,Minecraft,Fall Guys,Just Chatting
햇살살 (hatsalsal),True,False,Korean,26th Feb 2017,78586,11065815,1789,6.0,Diablo II: Lord of Destruction,Just Chatting,Lost Ark Online
AyarBaffo,True,False,Italian,20th Feb 2019,224631,1956820,1908,2.5,Fortnite,Fall Guys,Among Us
eliasn97,False,False,German,15th Jul 2018,100588,363200,5492,3.4,Just Chatting,Fall Guys,Uno
JASONR,True,False,English,29th Sep 2015,778568,36850851,897,9.2,VALORANT,Slots,Rust
OhTofu,True,True,English,15th Jul 2015,90987,4694039,1843,6.3,Dead by Daylight,,
Mmorpg,True,False,English,24th Mar 2013,235523,22320814,1151,7.4,Old School RuneScape,,
MenosTrece,True,False,Spanish,20th Mar 2015,478015,12083847,1699,5.1,Escape From Tarkov,Dead by Daylight,Horizon Zero Dawn
xXxTheFocuSxXx,True,True,Spanish,21st Apr 2019,141455,1287394,3371,2.7,Grand Theft Auto V,Fall Guys,PLAYERUNKNOWN
ImMarksman,True,False,English,8th Sep 2010,638410,6157412,3158,3.7,Call of Duty: Modern Warfare,Minecraft,Fall Guys
WeAreTheVR,True,True,Hungarian,31st May 2014,412483,35113912,2518,2.3,The Witcher 3: Wild Hunt,Call of Duty: Modern Warfare,Talk Shows & Podcasts
greninjalol1,False,True,Portuguese,16th Aug 2014,64772,819866,975,7.4,Just Chatting,League of Legends,Minecraft
Jaidefinichon,True,False,Spanish,17th May 2012,305790,81953607,1802,4.3,Grand Theft Auto V,Rocket League,Minecraft
Fairlight_Excalibur,True,False,English,14th Jan 2014,408668,22375547,1085,9.7,League of Legends,Escape From Tarkov,Fall Guys
RoyalPhunk,True,True,German,30th Mar 2011,205196,24756717,2305,7.5,Just Chatting,One Piece: Pirate Warriors 4,Pokémon Sword/Shield
Tourva,True,False,English,8th Aug 2013,323137,8702016,1431,5.3,Call of Duty: Modern Warfare,Rogue Company,
CrReaM,True,True,English,23rd Oct 2008,166142,16821566,1416,7.8,Fall Guys,Just Chatting,Microsoft Flight Simulator
Naowh,True,False,English,22nd Dec 2013,105008,9434480,1531,6.5,World of Warcraft,,
BULLSEYE,True,False,Russian,26th Dec 2017,69607,2993037,1186,8.2,Escape From Tarkov,,
ayellol,True,False,Portuguese,9th Jul 2013,199896,4742713,1441,7.3,League of Legends,Just Chatting,Minecraft
veloxey,True,False,Italian,18th Dec 2015,257408,2339250,1700,3.4,Call of Duty: Modern Warfare,,
Videoyun,True,False,Turkish,20th Aug 2011,381580,24278030,1462,5.2,Just Chatting,Conqueror,EA Sports UFC 4
CzechCloud,True,False,Czech,18th Jun 2012,187691,17638364,1792,7.3,Just Chatting,Hollow Knight,Horizon Zero Dawn
hexy,True,False,English,19th Jan 2012,336691,17752343,2591,5.9,Dead by Daylight,Just Chatting,New World
soria_tv,False,True,Spanish,17th Sep 2019,57092,469581,4291,2.9,Just Chatting,,
BruceDropEmOff,True,True,English,9th Apr 2015,91226,1080981,2730,6.1,Just Chatting,Fall Guys,Among Us
cdewx,True,False,English,8th Sep 2011,380983,45803007,1504,3.8,World of Warcraft,,
cheatbanned,True,False,Russian,3rd Apr 2013,769425,47970101,1891,4.4,Fall Guys,Just Chatting,Grand Theft Auto V
Hitch,True,True,English,1st Mar 2018,96823,4986795,893,9.4,Just Chatting,Unlisted on Twitch,
Rizzo,True,True,English,23rd Jun 2011,377526,5958234,2052,4.5,Rocket League,Fall Guys,Trackmania
mount,True,False,Portuguese,2nd Mar 2014,147618,2585289,1074,6.9,Just Chatting,Fall Guys,Tabletop Simulator
CyberLiveArena,False,False,English,9th Jan 2020,10361,21487655,353,102.0,FIFA 20,,
Ginyin,True,False,Spanish,12th May 2014,39835,4574434,1010,8.2,League of Legends,Fall Guys,Mortal Shell
LubaTV,True,False,Portuguese,21st Dec 2016,549186,3237264,1986,7.6,Just Chatting,Ghost of Tsushima,Life Is Strange
Sintica,True,False,German,1st Sep 2012,163405,10356570,1614,7.0,Grand Theft Auto V,Music,Just Chatting
Beikka,False,True,Spanish,4th Mar 2019,126549,1807389,2350,3.5,Grand Theft Auto V,Just Chatting,Fall Guys
QUICKHUNTIK,True,False,Russian,26th Oct 2015,147342,2587748,2854,3.0,Just Chatting,Fall Guys,Outlast
Gears of War (gearsofwar),True,True,English,14th Jan 2015,139151,33318880,3315,6.0,Gears 5,,
수련수련 (sooflower),True,False,Korean,27th Feb 2019,178545,10341333,1966,4.9,Just Chatting,Fall Guys,Guardian Tales
AussieAntics,True,False,English,19th May 2018,148626,4340450,1345,5.2,Fortnite,Marvel,Call of Duty: Modern Warfare
핑맨 (95pingman),True,False,Korean,28th Oct 2016,197474,4364130,3484,3.7,Just Chatting,Minecraft,Fall Guys
龜狗 (gueigotv),True,True,Chinese,25th Aug 2013,166341,21284246,1614,7.0,VALORANT,Dead by Daylight,Counter-Strike: Global Offensive
playhearthstonekr,True,False,Korean,7th Feb 2017,74207,13204602,7458,8.8,Hearthstone,,
keanelol,True,False,English,4th Nov 2014,163872,6742445,1880,5.3,Teamfight Tactics,League of Legends,
CuteDog_,True,True,English,23rd Dec 2015,113549,12069389,772,10.2,Path of Exile,Fall Guys,New World
ds_lily,True,True,English,15th Jan 2017,52892,3131785,871,11.8,Path of Exile,Diablo II: Lord of Destruction,Pathfinder: Kingmaker
FifaTargrean,True,False,Thai,5th Sep 2016,397689,25692177,1611,5.8,One Punch Man: The Strongest,Captain Tsubasa: Dream Team,Ragnarok Online
blanchitooo,True,False,Spanish,24th Jul 2018,158930,1067000,1665,4.2,Fortnite,Alien: Isolation,Fall Guys
JLBichouu,True,False,French,5th Sep 2017,216537,4715011,2199,3.6,Just Chatting,Grand Theft Auto V,PLAYERUNKNOWN
zEkO,True,True,Spanish,4th Sep 2015,755460,11815546,7341,2.8,Fortnite,League of Legends,Just Chatting
AnneMunition,True,False,English,14th Nov 2013,625524,29214202,1691,4.4,Escape From Tarkov,Minecraft,Twitch Sings
CallMeCarsonLIVE,True,True,English,27th Nov 2014,1162845,5632477,6865,2.2,Just Chatting,Chess,Fall Guys
Squeezie,True,False,French,24th Nov 2013,2169200,37152496,6879,6.4,Grounded,Minecraft,Green Hell
Snip3down,True,True,English,20th Mar 2011,171319,6400719,1424,5.8,Apex Legends,Among Us,EA Sports UFC 4
GradyWhite_,True,False,Spanish,8th Nov 2018,103486,472607,3801,2.5,Just Chatting,,
PapiGaviTV,True,False,Spanish,18th Dec 2014,342448,1921831,2205,2.7,Fall Guys,Captain Tsubasa: Rise of New Champions,Just Chatting
Riot Games (riotgames),True,False,English,8th Sep 2012,4485194,1227560187,1687,5.7,League of Legends,Teamfight Tactics,VALORANT
zorlaKOKA,True,False,Portuguese,30th Apr 2013,362588,25564326,1479,8.0,Counter-Strike: Global Offensive,World of Warcraft,
YOURNEWS,False,True,English,16th Nov 2019,1062,511107,346,78.4,Unlisted on Twitch,,
m0E_tv,True,True,English,12th Oct 2012,835525,25905257,1807,5.3,VALORANT,Among Us,Slots
Preachlfw,True,True,English,4th Aug 2011,193754,10292468,2667,4.0,World of Warcraft,NightCry,Murdered: Soul Suspect
tonolaoveja,False,True,Spanish,30th Mar 2016,98627,1020025,1856,3.9,Grand Theft Auto V,Fall Guys,VALORANT
XaKoH,True,False,Russian,14th Dec 2012,204341,22800293,1660,5.7,Dota 2,,
TheViper,True,False,English,8th May 2012,129634,8083289,2936,4.1,Age of Empires II: Definitive Edition,Fall Guys,Humankind
lolpacifictw,True,False,Chinese,15th Jan 2020,42488,5843596,4047,5.1,League of Legends,,
cyr,True,True,English,7th Nov 2012,188815,7673627,1186,6.5,Just Chatting,Fall Guys,VRChat
Ninja,False,False,English,15th Jan 2011,14991941,483003307,46454,3.0,Fortnite,Call of Duty: Modern Warfare,
빛베리 (berry0314),False,False,Korean,28th Feb 2018,302126,11758970,2115,4.4,Just Chatting,League of Legends,Fall Guys
ProblemWright,True,False,English,14th Jun 2014,166002,6806750,1038,7.1,Madden NFL 21,Call of Duty: Modern Warfare,Fall Guys
Timmac,True,False,English,22nd Nov 2009,393937,19781269,1073,9.4,Grand Theft Auto V,Microsoft Flight Simulator,VRChat
SLAKUN10,True,False,Spanish,12th Apr 2020,2024156,6209322,23006,2.0,Fall Guys,Just Chatting,League of Legends
SmittyW,True,True,Spanish,1st Mar 2013,66406,3511690,1539,5.9,Just Chatting,VALORANT,Among Us
FreeMasonLive,True,False,English,23rd Nov 2017,73650,955195,912,7.0,Sea of Thieves,Hunt: Showdown,Rogue Company
Russel,True,True,English,6th Sep 2014,89983,1441675,1822,5.5,Among Us,Just Chatting,Fall Guys
Kubon_,True,False,Polish,27th Feb 2012,268679,34756040,1150,7.6,League of Legends,Teamfight Tactics,Among Us
tajsama,True,True,English,7th Sep 2013,15286,414069,1128,4.3,Hearthstone,Bloons TD 6,Fall Guys
iProMx,True,False,French,25th Feb 2015,153497,2144949,5144,4.1,Grand Theft Auto V,Fall Guys,Deceit
dtokefreeok,True,False,Spanish,10th Apr 2020,319378,1026730,3391,3.3,Music,Counter-Strike: Global Offensive,Just Chatting
Yuggie_TV,True,False,English,2nd Jul 2018,85218,3978142,1296,5.7,Just Chatting,BioShock,Among Us
nanfps1,True,False,Portuguese,10th Nov 2015,47887,1449317,1068,6.8,Grand Theft Auto V,Just Chatting,Virtual Casino
Sologesang,True,False,German,10th Nov 2016,59112,7290337,1374,4.0,Teamfight Tactics,,
UncleBjorn,True,False,Russian,21st Oct 2014,113693,13014201,1603,6.0,World of Warcraft,Destiny 2,Call of Duty: Modern Warfare
ZEON,True,False,Turkish,6th Jul 2012,941011,49187084,1438,7.0,Grand Theft Auto V,Just Chatting,Project Winter
negaoryx,True,False,English,21st Apr 2016,99372,10280727,1807,5.7,Dead by Daylight,Just Chatting,The Legend of Zelda: Majora
runthefutmarket,True,False,English,3rd Jan 2017,294137,8003816,2321,3.2,FIFA 20,Fall Guys,Call of Duty: Modern Warfare
AdzTV,True,False,French,19th Aug 2017,494149,10690938,1167,6.5,Counter-Strike: Global Offensive,Fall Guys,Fortnite
dorukdoo,True,True,Turkish,17th Feb 2015,49126,2243012,1724,6.3,Grand Theft Auto V,VALORANT,Just Chatting
kutcherlol,True,False,German,6th Jul 2014,199726,14820022,1384,3.1,League of Legends,Fall Guys,Red Dead Redemption 2
LadyAhriadna,False,True,Spanish,7th Aug 2015,99770,2330178,1353,8.0,Grand Theft Auto V,Just Chatting,League of Legends
VaporaDark,True,False,English,7th Dec 2012,102108,108825722,2219,4.3,League of Legends,,
Jasper7se,True,False,Japanese,17th Dec 2014,35709,3095931,1818,7.0,VALORANT,,
blackelespanolito,True,False,Spanish,3rd Aug 2014,330239,10347483,1848,3.8,VALORANT,Counter-Strike: Global Offensive,Fall Guys
MrTLexify,True,False,English,26th Mar 2013,356111,2200732,3794,4.2,Fall Guys,Call of Duty: Black Ops 4,Just Chatting
無口君 (mr_wuco),True,False,Chinese,24th Jan 2015,58107,8217246,1180,7.4,Hearthstone,Perfect World,
Im_Dontai,True,False,English,5th Feb 2015,376794,1363349,6290,2.1,Just Chatting,Fall Guys,VALORANT
Ssaab,True,False,English,24th Feb 2016,161681,6735990,686,12.8,Grand Theft Auto V,Rogue Company,Fall Guys
크캣66 (crazzyccat),True,False,Korean,1st May 2018,37621,2570904,918,9.4,League of Legends,,
Speedrun,True,False,English,15th Aug 2014,94233,19543208,328,359.0,Super Mario 64,Super Mario Maker 2,The Legend of Zelda: Ocarina of Time
Luh,True,False,Spanish,8th Nov 2011,208221,1628420,2739,3.7,Minecraft,Fall Guys,Just Chatting
BruceGreene,True,False,English,19th Mar 2014,151806,3419722,1086,3.9,Fall Guys,Just Chatting,New World
elxokas,True,True,Spanish,6th Jul 2012,53670,5616784,1844,6.2,World of Warcraft,New World,Just Chatting
GTimeTV,True,True,German,4th Apr 2014,676238,23121164,839,4.9,Minecraft,Fall Guys,The Binding of Isaac: Afterbirth
MissaSinfonia,True,False,Spanish,14th Jul 2013,629725,945487,20188,2.2,Just Chatting,VALORANT,
SilentSentry,True,False,English,11th Feb 2014,302433,10242435,1320,8.3,DayZ,Grand Theft Auto V,Fall Guys
AndyMilonakis,True,False,English,20th Nov 2013,549378,20697669,1155,4.5,Just Chatting,Microsoft Flight Simulator,Fall Guys
Coreano0Tv,True,False,Portuguese,6th Sep 2019,223850,12370631,1531,5.4,Garena Free Fire,,
dinablin,True,False,Russian,5th Apr 2016,303407,15291426,3166,3.6,Just Chatting,Heroes of Might and Magic III: The Shadow of Death,Apex Legends
hJune,True,True,English,6th Apr 2016,135489,3510418,1610,9.8,Rust,Among Us,Minecraft
소풍왔니 (yumyumyu77),True,False,Korean,13th May 2017,309366,39822876,3736,5.2,League of Legends,Lost Ark Online,Just Chatting
kennybeats,True,False,English,11th Dec 2019,164180,6318063,4010,2.9,Music,Just Chatting,
GrandVice8,True,False,English,23rd Jun 2019,26656,928564,1007,7.3,Teamfight Tactics,,
MiltonTPike1,True,False,English,13th Apr 2017,201748,6943187,1693,4.7,Fall Guys,Grand Theft Auto V,Ghost of Tsushima
SackziTV,True,False,French,14th Nov 2016,254413,3839323,1624,4.5,Call of Duty: Modern Warfare,Bus Simulator 18,F1 2020
valorant_jpn,True,False,Japanese,15th Jun 2020,29923,630647,3241,8.4,VALORANT,,
Phobyac,True,False,Spanish,1st May 2012,15869,5493011,1093,5.3,World of Warcraft,Fall Guys,Vikings: War of Clans
Leopard,True,False,English,24th Oct 2010,79227,2027357,1303,8.3,Destiny 2,Microsoft Flight Simulator,Marbles On Stream
PotasticP,True,False,English,20th Mar 2020,199466,2067525,2095,4.3,Just Chatting,The Elder Scrolls IV: Oblivion,Fall Guys
willneff,True,False,English,27th Apr 2016,69712,2052290,1352,5.6,Just Chatting,Among Us,Fall Guys
PCH3LK1N,False,False,Russian,14th Sep 2013,207309,5253188,2233,2.8,Just Chatting,Fall Guys,Grand Theft Auto V
승우아빠_ (swab85),True,False,Korean,18th Aug 2017,95595,2041562,2864,5.1,League of Legends,Food & Drink,World of Warcraft
Simply,True,False,English,27th Aug 2012,74152,2242886,1168,5.8,Among Us,Super Mario 64,Super Mario Odyssey
Doutora,True,False,Portuguese,12th Oct 2018,46924,6665105,319,51.2,Fortnite,League of Legends,Teamfight Tactics
xCry,True,False,Spanish,15th Jul 2015,265115,1178838,2562,4.1,Just Chatting,Fall Guys,Fortnite
BigSpinCR,True,False,German,14th Jan 2017,186474,6104736,1619,3.1,Clash Royale,Pummel Party,
빅헤드 (bighead033),True,False,Korean,26th Apr 2016,217670,11712191,1134,7.4,League of Legends,Just Chatting,Among Us
CyberLiveArena1,False,False,English,25th Feb 2020,10038,20919713,322,64.4,FIFA 20,,
꼴랑이임 (rhffkddl96),True,False,Korean,10th Feb 2019,9748,676499,512,22.1,League of Legends,Just Chatting,Guardian Tales
QuarterJade,True,False,English,11th Sep 2017,295613,6707769,4415,6.0,Among Us,Fall Guys,Just Chatting
RRaenee,True,False,Turkish,18th Jan 2017,80076,2011845,4880,4.3,Just Chatting,The Walking Dead,Grand Theft Auto V
kragiee,True,False,English,19th May 2016,236946,9261728,1147,6.1,Overwatch,Fall Guys,VALORANT
Umbra,True,True,English,6th Sep 2013,99251,1987872,2789,5.5,Dead by Daylight,Remnant: From the Ashes,
thejocraft_live,True,False,German,3rd Jun 2012,76306,3724946,2380,3.9,Minecraft,Quiplash,
LiveDoRick,True,True,Portuguese,5th Jun 2017,52142,563038,315,89.6,Rogue Company,Apex Legends,Fall Guys
RandomBruceTV,True,False,Polish,16th Mar 2015,83915,8165613,893,9.3,League of Legends,Rust,Among Us
adolfz,True,True,Portuguese,10th Dec 2011,296368,6347470,3055,5.6,FIFA 20,Call of Duty: Modern Warfare,Fall Guys
Natsumiii,True,False,English,6th Apr 2013,155850,6994927,985,9.9,Minecraft,Among Us,VALORANT
NiceWigg,True,False,English,11th Feb 2019,188186,4384646,1564,4.6,Apex Legends,Rogue Company,Fall Guys
F1ashko,True,True,Russian,15th May 2013,78716,10695893,671,11.0,Fall Guys,The Witcher 3: Wild Hunt,Conan Exiles
AnytimeShield,True,False,Spanish,29th Dec 2015,81658,3067461,1104,6.7,Apex Legends,Call of Duty: Modern Warfare,Fall Guys
Kamikatze,True,False,German,20th Nov 2015,108328,14659452,1367,6.6,Grand Theft Auto V,Call of Duty: Modern Warfare,Just Chatting
貝莉莓 (beryl_lulu),True,False,Chinese,7th Sep 2014,158884,23902940,2589,5.1,Just Chatting,Ghost of Tsushima,Horizon Zero Dawn
CalebDMTG,True,False,English,26th Aug 2012,71580,8407141,1357,7.2,Magic: The Gathering,Shadowverse,
BeastSnakeLIVE,True,True,German,13th Apr 2015,44435,3477832,920,8.1,Grand Theft Auto V,Fall Guys,Just Chatting
JackpotRabbit,False,True,English,18th Mar 2020,18649,84176,331,37.7,Slots,,
루다님_ (leehunnyeo),True,False,Korean,21st Oct 2016,98918,11494806,1070,6.4,Lost Ark Online,Just Chatting,League of Legends
